Label;Split;Style;Tags
pares;['pares'];DES;DESV
parks;['parks'];DES;DESV
parleies;['parleies'];DES;DESV
parodies;['parodies'];DES;DESV
paroles;['paroles'];DES;DESV
partitions;['partitions'];DES;DESV
partners;['partners'];DES;DESV
parts;['parts'];DES;DESV
passes;['passes'];DES;DESV
pastes;['pastes'];DES;DESV
pastures;['pastures'];DES;DESV
patches;['patches'];DES;DESV
patents;['patents'];DES;DESV
patrols;['patrols'];DES;DESV
patronizes;['patronizes'];DES;DESV
pats;['pats'];DES;DESV
patterns;['patterns'];DES;DESV
patters;['patters'];DES;DESV
pauses;['pauses'];DES;DESV
paves;['paves'];DES;DESV
pawns;['pawns'];DES;DESV
paws;['paws'];DES;DESV
peaks;['peaks'];DES;DESV
peals;['peals'];DES;DESV
pearls;['pearls'];DES;DESV
pecks;['pecks'];DES;DESV
peculates;['peculates'];DES;DESV
peddles;['peddles'];DES;DESV
peeks;['peeks'];DES;DESV
peels;['peels'];DES;DESV
peeps;['peeps'];DES;DESV
peers;['peers'];DES;DESV
pees;['pees'];DES;DESV
peeves;['peeves'];DES;DESV
pelts;['pelts'];DES;DESV
pencils;['pencils'];DES;DESV
penetrates;['penetrates'];DES;DESV
pens;['pens'];DES;DESV
pensions;['pensions'];DES;DESV
peoples;['peoples'];DES;DESV
peppers;['peppers'];DES;DESV
perambulates;['perambulates'];DES;DESV
perceives;['perceives'];DES;DESV
perches;['perches'];DES;DESV
percolates;['percolates'];DES;DESV
perfects;['perfects'];DES;DESV
perforates;['perforates'];DES;DESV
performs;['performs'];DES;DESV
perfumes;['perfumes'];DES;DESV
perishes;['perishes'];DES;DESV
perjures;['perjures'];DES;DESV
perks;['perks'];DES;DESV
permeates;['permeates'];DES;DESV
permits;['permits'];DES;DESV
permutes;['permutes'];DES;DESV
perorates;['perorates'];DES;DESV
perpetrates;['perpetrates'];DES;DESV
perpetuates;['perpetuates'];DES;DESV
perplexes;['perplexes'];DES;DESV
persecutes;['persecutes'];DES;DESV
perseveres;['perseveres'];DES;DESV
persists;['persists'];DES;DESV
personifies;['personifies'];DES;DESV
perspires;['perspires'];DES;DESV
persuades;['persuades'];DES;DESV
perturbs;['perturbs'];DES;DESV
peruses;['peruses'];DES;DESV
pervades;['pervades'];DES;DESV
perverts;['perverts'];DES;DESV
pesters;['pesters'];DES;DESV
petitions;['petitions'];DES;DESV
petrifies;['petrifies'];DES;DESV
pets;['pets'];DES;DESV
phases;['phases'];DES;DESV
philanders;['philanders'];DES;DESV
phones;['phones'];DES;DESV
photographs;['photographs'];DES;DESV
phrases;['phrases'];DES;DESV
pickets;['pickets'];DES;DESV
picks;['picks'];DES;DESV
picnics;['picnics'];DES;DESV
pictures;['pictures'];DES;DESV
piddles;['piddles'];DES;DESV
pieces;['pieces'];DES;DESV
pierces;['pierces'];DES;DESV
pigments;['pigments'];DES;DESV
piles;['piles'];DES;DESV
pilfers;['pilfers'];DES;DESV
pillages;['pillages'];DES;DESV
pillories;['pillories'];DES;DESV
pilots;['pilots'];DES;DESV
pinches;['pinches'];DES;DESV
pines;['pines'];DES;DESV
pinions;['pinions'];DES;DESV
pins;['pins'];DES;DESV
pioneers;['pioneers'];DES;DESV
pipes;['pipes'];DES;DESV
piques;['piques'];DES;DESV
pirates;['pirates'];DES;DESV
pirouettes;['pirouettes'];DES;DESV
pisses;['pisses'];DES;DESV
pitches;['pitches'];DES;DESV
pities;['pities'];DES;DESV
pits;['pits'];DES;DESV
pivots;['pivots'];DES;DESV
placates;['placates'];DES;DESV
places;['places'];DES;DESV
plagiarizes;['plagiarizes'];DES;DESV
plagues;['plagues'];DES;DESV
plaies;['plaies'];DES;DESV
planes;['planes'];DES;DESV
plans;['plans'];DES;DESV
plants;['plants'];DES;DESV
plasters;['plasters'];DES;DESV
plates;['plates'];DES;DESV
pleases;['pleases'];DES;DESV
pledges;['pledges'];DES;DESV
plies;['plies'];DES;DESV
plods;['plods'];DES;DESV
plonks;['plonks'];DES;DESV
plops;['plops'];DES;DESV
plots;['plots'];DES;DESV
plucks;['plucks'];DES;DESV
plugs;['plugs'];DES;DESV
plummets;['plummets'];DES;DESV
plumps;['plumps'];DES;DESV
plunders;['plunders'];DES;DESV
plunges;['plunges'];DES;DESV
plunks;['plunks'];DES;DESV
poaches;['poaches'];DES;DESV
pockets;['pockets'];DES;DESV
poises;['poises'];DES;DESV
poisons;['poisons'];DES;DESV
pokes;['pokes'];DES;DESV
polarizes;['polarizes'];DES;DESV
polices;['polices'];DES;DESV
polishes;['polishes'];DES;DESV
pollinates;['pollinates'];DES;DESV
polls;['polls'];DES;DESV
pollutes;['pollutes'];DES;DESV
ponders;['ponders'];DES;DESV
pongs;['pongs'];DES;DESV
pontificates;['pontificates'];DES;DESV
pooh-poohs;['pooh-poohs'];DES;DESV
pools;['pools'];DES;DESV
pops;['pops'];DES;DESV
populates;['populates'];DES;DESV
portends;['portends'];DES;DESV
portraies;['portraies'];DES;DESV
poses;['poses'];DES;DESV
positions;['positions'];DES;DESV
possesses;['possesses'];DES;DESV
postdates;['postdates'];DES;DESV
postpones;['postpones'];DES;DESV
posts;['posts'];DES;DESV
postulates;['postulates'];DES;DESV
postures;['postures'];DES;DESV
pots;['pots'];DES;DESV
pounces;['pounces'];DES;DESV
pounds;['pounds'];DES;DESV
pours;['pours'];DES;DESV
pouts;['pouts'];DES;DESV
pow-wows;['pow-wows'];DES;DESV
powders;['powders'];DES;DESV
powers;['powers'];DES;DESV
praies;['praies'];DES;DESV
praises;['praises'];DES;DESV
prates;['prates'];DES;DESV
prattles;['prattles'];DES;DESV
pre-empts;['pre-empts'];DES;DESV
preaches;['preaches'];DES;DESV
prearranges;['prearranges'];DES;DESV
precedes;['precedes'];DES;DESV
precipitates;['precipitates'];DES;DESV
precludes;['precludes'];DES;DESV
preconceives;['preconceives'];DES;DESV
preconditions;['preconditions'];DES;DESV
predates;['predates'];DES;DESV
predestines;['predestines'];DES;DESV
predetermines;['predetermines'];DES;DESV
predicts;['predicts'];DES;DESV
predisposes;['predisposes'];DES;DESV
predominates;['predominates'];DES;DESV
prefabricates;['prefabricates'];DES;DESV
prefaces;['prefaces'];DES;DESV
prefers;['prefers'];DES;DESV
prefigures;['prefigures'];DES;DESV
prefixes;['prefixes'];DES;DESV
preheats;['preheats'];DES;DESV
prejudges;['prejudges'];DES;DESV
preludes;['preludes'];DES;DESV
premeditates;['premeditates'];DES;DESV
premises;['premises'];DES;DESV
preoccupies;['preoccupies'];DES;DESV
preordains;['preordains'];DES;DESV
prepacks;['prepacks'];DES;DESV
prepaies;['prepaies'];DES;DESV
prepares;['prepares'];DES;DESV
prepossesses;['prepossesses'];DES;DESV
prerecords;['prerecords'];DES;DESV
presages;['presages'];DES;DESV
prescribes;['prescribes'];DES;DESV
presents;['presents'];DES;DESV
preserves;['preserves'];DES;DESV
presides;['presides'];DES;DESV
presses;['presses'];DES;DESV
pressures;['pressures'];DES;DESV
pressurizes;['pressurizes'];DES;DESV
presumes;['presumes'];DES;DESV
presupposes;['presupposes'];DES;DESV
pretends;['pretends'];DES;DESV
prettifies;['prettifies'];DES;DESV
prevails;['prevails'];DES;DESV
prevaricates;['prevaricates'];DES;DESV
prices;['prices'];DES;DESV
prickles;['prickles'];DES;DESV
pricks;['pricks'];DES;DESV
pries;['pries'];DES;DESV
primps;['primps'];DES;DESV
prints;['prints'];DES;DESV
privileges;['privileges'];DES;DESV
prizes;['prizes'];DES;DESV
probes;['probes'];DES;DESV
proceeds;['proceeds'];DES;DESV
processes;['processes'];DES;DESV
proclaims;['proclaims'];DES;DESV
procrastinates;['procrastinates'];DES;DESV
procreates;['procreates'];DES;DESV
procures;['procures'];DES;DESV
prods;['prods'];DES;DESV
produces;['produces'];DES;DESV
profanes;['profanes'];DES;DESV
professes;['professes'];DES;DESV
proffers;['proffers'];DES;DESV
profiles;['profiles'];DES;DESV
profiteers;['profiteers'];DES;DESV
profits;['profits'];DES;DESV
prognosticates;['prognosticates'];DES;DESV
progresses;['progresses'];DES;DESV
prohibits;['prohibits'];DES;DESV
projects;['projects'];DES;DESV
proliferates;['proliferates'];DES;DESV
prolongs;['prolongs'];DES;DESV
promises;['promises'];DES;DESV
promotes;['promotes'];DES;DESV
prompts;['prompts'];DES;DESV
promulgates;['promulgates'];DES;DESV
pronounces;['pronounces'];DES;DESV
proofs;['proofs'];DES;DESV
propagates;['propagates'];DES;DESV
propels;['propels'];DES;DESV
prophesies;['prophesies'];DES;DESV
propitiates;['propitiates'];DES;DESV
proportions;['proportions'];DES;DESV
proposes;['proposes'];DES;DESV
propositions;['propositions'];DES;DESV
propounds;['propounds'];DES;DESV
props;['props'];DES;DESV
prorogues;['prorogues'];DES;DESV
proscribes;['proscribes'];DES;DESV
prosecutes;['prosecutes'];DES;DESV
proselytizes;['proselytizes'];DES;DESV
prospects;['prospects'];DES;DESV
prospers;['prospers'];DES;DESV
prostitutes;['prostitutes'];DES;DESV
prostrates;['prostrates'];DES;DESV
protects;['protects'];DES;DESV
protests;['protests'];DES;DESV
protracts;['protracts'];DES;DESV
protrudes;['protrudes'];DES;DESV
proves;['proves'];DES;DESV
provides;['provides'];DES;DESV
provisions;['provisions'];DES;DESV
provokes;['provokes'];DES;DESV
prowls;['prowls'];DES;DESV
prunes;['prunes'];DES;DESV
publishes;['publishes'];DES;DESV
puffs;['puffs'];DES;DESV
pukes;['pukes'];DES;DESV
pulls;['pulls'];DES;DESV
pullulates;['pullulates'];DES;DESV
pulsates;['pulsates'];DES;DESV
pulses;['pulses'];DES;DESV
pumps;['pumps'];DES;DESV
punches;['punches'];DES;DESV
punctuates;['punctuates'];DES;DESV
punctures;['punctures'];DES;DESV
punishes;['punishes'];DES;DESV
puns;['puns'];DES;DESV
purchases;['purchases'];DES;DESV
purges;['purges'];DES;DESV
purifies;['purifies'];DES;DESV
purloins;['purloins'];DES;DESV
purports;['purports'];DES;DESV
purrs;['purrs'];DES;DESV
pursues;['pursues'];DES;DESV
purveies;['purveies'];DES;DESV
pushes;['pushes'];DES;DESV
putrefies;['putrefies'];DES;DESV
puts;['puts'];DES;DESV
putts;['putts'];DES;DESV
puzzles;['puzzles'];DES;DESV
quacks;['quacks'];DES;DESV
quadrates;['quadrates'];DES;DESV
quadruples;['quadruples'];DES;DESV
quakes;['quakes'];DES;DESV
qualifies;['qualifies'];DES;DESV
quarantines;['quarantines'];DES;DESV
quashes;['quashes'];DES;DESV
quavers;['quavers'];DES;DESV
quells;['quells'];DES;DESV
quenches;['quenches'];DES;DESV
queries;['queries'];DES;DESV
questions;['questions'];DES;DESV
queues;['queues'];DES;DESV
quibbles;['quibbles'];DES;DESV
quickens;['quickens'];DES;DESV
quietens;['quietens'];DES;DESV
quintuples;['quintuples'];DES;DESV
quips;['quips'];DES;DESV
quits;['quits'];DES;DESV
quivers;['quivers'];DES;DESV
quizes;['quizes'];DES;DESV
quotes;['quotes'];DES;DESV
races;['races'];DES;DESV
racks;['racks'];DES;DESV
radiates;['radiates'];DES;DESV
radioes;['radioes'];DES;DESV
raffles;['raffles'];DES;DESV
rages;['rages'];DES;DESV
rags;['rags'];DES;DESV
raids;['raids'];DES;DESV
railroads;['railroads'];DES;DESV
rainproofs;['rainproofs'];DES;DESV
raises;['raises'];DES;DESV
rakes;['rakes'];DES;DESV
rallies;['rallies'];DES;DESV
rambles;['rambles'];DES;DESV
ramifies;['ramifies'];DES;DESV
rampages;['rampages'];DES;DESV
rams;['rams'];DES;DESV
ranches;['ranches'];DES;DESV
ranges;['ranges'];DES;DESV
rankles;['rankles'];DES;DESV
ranks;['ranks'];DES;DESV
ransacks;['ransacks'];DES;DESV
ransoms;['ransoms'];DES;DESV
rants;['rants'];DES;DESV
rapes;['rapes'];DES;DESV
raps;['raps'];DES;DESV
rarefies;['rarefies'];DES;DESV
rasps;['rasps'];DES;DESV
rates;['rates'];DES;DESV
ratifies;['ratifies'];DES;DESV
rations;['rations'];DES;DESV
rats;['rats'];DES;DESV
rattles;['rattles'];DES;DESV
ravages;['ravages'];DES;DESV
raves;['raves'];DES;DESV
ravishes;['ravishes'];DES;DESV
razzes;['razzes'];DES;DESV
reaches;['reaches'];DES;DESV
reacts;['reacts'];DES;DESV
readies;['readies'];DES;DESV
readjusts;['readjusts'];DES;DESV
reads;['reads'];DES;DESV
reanimates;['reanimates'];DES;DESV
reappears;['reappears'];DES;DESV
reapplies;['reapplies'];DES;DESV
reappoints;['reappoints'];DES;DESV
reaps;['reaps'];DES;DESV
rearms;['rearms'];DES;DESV
rearranges;['rearranges'];DES;DESV
rears;['rears'];DES;DESV
reasons;['reasons'];DES;DESV
reassembles;['reassembles'];DES;DESV
reasserts;['reasserts'];DES;DESV
reassesses;['reassesses'];DES;DESV
reassigns;['reassigns'];DES;DESV
reassumes;['reassumes'];DES;DESV
reassures;['reassures'];DES;DESV
reawakens;['reawakens'];DES;DESV
rebels;['rebels'];DES;DESV
reboots;['reboots'];DES;DESV
rebounds;['rebounds'];DES;DESV
rebuffs;['rebuffs'];DES;DESV
rebuilds;['rebuilds'];DES;DESV
rebukes;['rebukes'];DES;DESV
recalls;['recalls'];DES;DESV
recants;['recants'];DES;DESV
recapitulates;['recapitulates'];DES;DESV
recaps;['recaps'];DES;DESV
recaptures;['recaptures'];DES;DESV
recasts;['recasts'];DES;DESV
recedes;['recedes'];DES;DESV
receipts;['receipts'];DES;DESV
receives;['receives'];DES;DESV
recesses;['recesses'];DES;DESV
recharges;['recharges'];DES;DESV
reciprocates;['reciprocates'];DES;DESV
recites;['recites'];DES;DESV
reckons;['reckons'];DES;DESV
reclaims;['reclaims'];DES;DESV
reclines;['reclines'];DES;DESV
recognizes;['recognizes'];DES;DESV
recoils;['recoils'];DES;DESV
recollects;['recollects'];DES;DESV
recommends;['recommends'];DES;DESV
recompenses;['recompenses'];DES;DESV
reconciles;['reconciles'];DES;DESV
reconditions;['reconditions'];DES;DESV
reconsiders;['reconsiders'];DES;DESV
reconstitutes;['reconstitutes'];DES;DESV
reconstructs;['reconstructs'];DES;DESV
records;['records'];DES;DESV
recounts;['recounts'];DES;DESV
recoups;['recoups'];DES;DESV
recovers;['recovers'];DES;DESV
recreates;['recreates'];DES;DESV
recruits;['recruits'];DES;DESV
rectifies;['rectifies'];DES;DESV
recuperates;['recuperates'];DES;DESV
recurs;['recurs'];DES;DESV
reddens;['reddens'];DES;DESV
redeems;['redeems'];DES;DESV
redoes;['redoes'];DES;DESV
redrafts;['redrafts'];DES;DESV
redresses;['redresses'];DES;DESV
reduces;['reduces'];DES;DESV
reeks;['reeks'];DES;DESV
reels;['reels'];DES;DESV
referees;['referees'];DES;DESV
refers;['refers'];DES;DESV
refills;['refills'];DES;DESV
refines;['refines'];DES;DESV
refits;['refits'];DES;DESV
reflates;['reflates'];DES;DESV
reflects;['reflects'];DES;DESV
refloats;['refloats'];DES;DESV
reforests;['reforests'];DES;DESV
reforms;['reforms'];DES;DESV
refracts;['refracts'];DES;DESV
refrains;['refrains'];DES;DESV
refreshes;['refreshes'];DES;DESV
refurbishes;['refurbishes'];DES;DESV
regains;['regains'];DES;DESV
regales;['regales'];DES;DESV
regards;['regards'];DES;DESV
regenerates;['regenerates'];DES;DESV
regiments;['regiments'];DES;DESV
registers;['registers'];DES;DESV
regrades;['regrades'];DES;DESV
regresses;['regresses'];DES;DESV
regrets;['regrets'];DES;DESV
regroups;['regroups'];DES;DESV
regulates;['regulates'];DES;DESV
rehashes;['rehashes'];DES;DESV
rehears;['rehears'];DES;DESV
rehearses;['rehearses'];DES;DESV
reigns;['reigns'];DES;DESV
reinstates;['reinstates'];DES;DESV
rejects;['rejects'];DES;DESV
rejoins;['rejoins'];DES;DESV
rejuvenates;['rejuvenates'];DES;DESV
rekindles;['rekindles'];DES;DESV
relaies;['relaies'];DES;DESV
relapses;['relapses'];DES;DESV
relates;['relates'];DES;DESV
relaxes;['relaxes'];DES;DESV
releases;['releases'];DES;DESV
relegates;['relegates'];DES;DESV
relents;['relents'];DES;DESV
relieves;['relieves'];DES;DESV
relinquishes;['relinquishes'];DES;DESV
relishes;['relishes'];DES;DESV
relocates;['relocates'];DES;DESV
remains;['remains'];DES;DESV
remakes;['remakes'];DES;DESV
remarks;['remarks'];DES;DESV
remedies;['remedies'];DES;DESV
remembers;['remembers'];DES;DESV
reminisces;['reminisces'];DES;DESV
remits;['remits'];DES;DESV
remonstrates;['remonstrates'];DES;DESV
removes;['removes'];DES;DESV
remunerates;['remunerates'];DES;DESV
renames;['renames'];DES;DESV
renders;['renders'];DES;DESV
rendezvouses;['rendezvouses'];DES;DESV
rends;['rends'];DES;DESV
renews;['renews'];DES;DESV
renounces;['renounces'];DES;DESV
renovates;['renovates'];DES;DESV
rents;['rents'];DES;DESV
repaies;['repaies'];DES;DESV
repairs;['repairs'];DES;DESV
repapers;['repapers'];DES;DESV
repatriates;['repatriates'];DES;DESV
repeals;['repeals'];DES;DESV
repeats;['repeats'];DES;DESV
repents;['repents'];DES;DESV
replaces;['replaces'];DES;DESV
replenishes;['replenishes'];DES;DESV
replicates;['replicates'];DES;DESV
replies;['replies'];DES;DESV
reports;['reports'];DES;DESV
reposes;['reposes'];DES;DESV
represents;['represents'];DES;DESV
represses;['represses'];DES;DESV
reprieves;['reprieves'];DES;DESV
reprimands;['reprimands'];DES;DESV
reproduces;['reproduces'];DES;DESV
reproves;['reproves'];DES;DESV
repudiates;['repudiates'];DES;DESV
repulses;['repulses'];DES;DESV
requests;['requests'];DES;DESV
requires;['requires'];DES;DESV
requisitions;['requisitions'];DES;DESV
rereads;['rereads'];DES;DESV
reruns;['reruns'];DES;DESV
rescinds;['rescinds'];DES;DESV
rescues;['rescues'];DES;DESV
researches;['researches'];DES;DESV
resells;['resells'];DES;DESV
resembles;['resembles'];DES;DESV
resents;['resents'];DES;DESV
reserves;['reserves'];DES;DESV
resets;['resets'];DES;DESV
reshuffles;['reshuffles'];DES;DESV
resides;['resides'];DES;DESV
resigns;['resigns'];DES;DESV
resists;['resists'];DES;DESV
resits;['resits'];DES;DESV
resolves;['resolves'];DES;DESV
resounds;['resounds'];DES;DESV
respects;['respects'];DES;DESV
restores;['restores'];DES;DESV
restrains;['restrains'];DES;DESV
restricts;['restricts'];DES;DESV
rests;['rests'];DES;DESV
results;['results'];DES;DESV
resumes;['resumes'];DES;DESV
resurrects;['resurrects'];DES;DESV
resuscitates;['resuscitates'];DES;DESV
retails;['retails'];DES;DESV
retains;['retains'];DES;DESV
retakes;['retakes'];DES;DESV
retaliates;['retaliates'];DES;DESV
retards;['retards'];DES;DESV
retches;['retches'];DES;DESV
retells;['retells'];DES;DESV
retires;['retires'];DES;DESV
retorts;['retorts'];DES;DESV
retouches;['retouches'];DES;DESV
retraces;['retraces'];DES;DESV
retracts;['retracts'];DES;DESV
retrains;['retrains'];DES;DESV
retreats;['retreats'];DES;DESV
retrenches;['retrenches'];DES;DESV
retrieves;['retrieves'];DES;DESV
retrogresses;['retrogresses'];DES;DESV
returns;['returns'];DES;DESV
reunites;['reunites'];DES;DESV
revalues;['revalues'];DES;DESV
reveals;['reveals'];DES;DESV
revenges;['revenges'];DES;DESV
reveres;['reveres'];DES;DESV
reverses;['reverses'];DES;DESV
reviews;['reviews'];DES;DESV
reviles;['reviles'];DES;DESV
revises;['revises'];DES;DESV
revitalizes;['revitalizes'];DES;DESV
revives;['revives'];DES;DESV
revokes;['revokes'];DES;DESV
revolts;['revolts'];DES;DESV
revolutionizes;['revolutionizes'];DES;DESV
revolves;['revolves'];DES;DESV
revs;['revs'];DES;DESV
rewards;['rewards'];DES;DESV
rewinds;['rewinds'];DES;DESV
rewords;['rewords'];DES;DESV
rewrites;['rewrites'];DES;DESV
rhymes;['rhymes'];DES;DESV
ribs;['ribs'];DES;DESV
ricks;['ricks'];DES;DESV
ricochets;['ricochets'];DES;DESV
rides;['rides'];DES;DESV
ridicules;['ridicules'];DES;DESV
rids;['rids'];DES;DESV
riffles;['riffles'];DES;DESV
rifles;['rifles'];DES;DESV
rights;['rights'];DES;DESV
rigs;['rigs'];DES;DESV
riles;['riles'];DES;DESV
rinses;['rinses'];DES;DESV
riots;['riots'];DES;DESV
ripens;['ripens'];DES;DESV
ripples;['ripples'];DES;DESV
rips;['rips'];DES;DESV
rises;['rises'];DES;DESV
risks;['risks'];DES;DESV
rivals;['rivals'];DES;DESV
rives;['rives'];DES;DESV
roams;['roams'];DES;DESV
roars;['roars'];DES;DESV
roasts;['roasts'];DES;DESV
robs;['robs'];DES;DESV
rockets;['rockets'];DES;DESV
rocks;['rocks'];DES;DESV
rollicks;['rollicks'];DES;DESV
rolls;['rolls'];DES;DESV
romps;['romps'];DES;DESV
roofs;['roofs'];DES;DESV
rooks;['rooks'];DES;DESV
roosts;['roosts'];DES;DESV
roots;['roots'];DES;DESV
rotates;['rotates'];DES;DESV
rots;['rots'];DES;DESV
rouges;['rouges'];DES;DESV
rounds;['rounds'];DES;DESV
rouses;['rouses'];DES;DESV
routes;['routes'];DES;DESV
routs;['routs'];DES;DESV
roves;['roves'];DES;DESV
rows;['rows'];DES;DESV
rubs;['rubs'];DES;DESV
rucks;['rucks'];DES;DESV
ruffles;['ruffles'];DES;DESV
ruins;['ruins'];DES;DESV
rules;['rules'];DES;DESV
rumbles;['rumbles'];DES;DESV
ruminates;['ruminates'];DES;DESV
rumples;['rumples'];DES;DESV
runs;['runs'];DES;DESV
ruptures;['ruptures'];DES;DESV
rushes;['rushes'];DES;DESV
rusticates;['rusticates'];DES;DESV
rustles;['rustles'];DES;DESV
rusts;['rusts'];DES;DESV
sabotages;['sabotages'];DES;DESV
sacks;['sacks'];DES;DESV
sacrifices;['sacrifices'];DES;DESV
saddens;['saddens'];DES;DESV
saddles;['saddles'];DES;DESV
safeguards;['safeguards'];DES;DESV
sags;['sags'];DES;DESV
saies;['saies'];DES;DESV
sails;['sails'];DES;DESV
salivates;['salivates'];DES;DESV
salts;['salts'];DES;DESV
salutes;['salutes'];DES;DESV
salvages;['salvages'];DES;DESV
salves;['salves'];DES;DESV
samples;['samples'];DES;DESV
sanctifies;['sanctifies'];DES;DESV
sanctions;['sanctions'];DES;DESV
sandbags;['sandbags'];DES;DESV
sands;['sands'];DES;DESV
sandwiches;['sandwiches'];DES;DESV
sates;['sates'];DES;DESV
satiates;['satiates'];DES;DESV
satisfies;['satisfies'];DES;DESV
saturates;['saturates'];DES;DESV
saunters;['saunters'];DES;DESV
saves;['saves'];DES;DESV
savvies;['savvies'];DES;DESV
saws;['saws'];DES;DESV
scalds;['scalds'];DES;DESV
scales;['scales'];DES;DESV
scampers;['scampers'];DES;DESV
scamps;['scamps'];DES;DESV
scans;['scans'];DES;DESV
scares;['scares'];DES;DESV
scars;['scars'];DES;DESV
scatters;['scatters'];DES;DESV
scavenges;['scavenges'];DES;DESV
scents;['scents'];DES;DESV
schedules;['schedules'];DES;DESV
schemes;['schemes'];DES;DESV
schools;['schools'];DES;DESV
scintillates;['scintillates'];DES;DESV
scolds;['scolds'];DES;DESV
scoops;['scoops'];DES;DESV
scorches;['scorches'];DES;DESV
scores;['scores'];DES;DESV
scorns;['scorns'];DES;DESV
scotches;['scotches'];DES;DESV
scourges;['scourges'];DES;DESV
scours;['scours'];DES;DESV
scouts;['scouts'];DES;DESV
scowls;['scowls'];DES;DESV
scrabbles;['scrabbles'];DES;DESV
scrambles;['scrambles'];DES;DESV
scrams;['scrams'];DES;DESV
scrapes;['scrapes'];DES;DESV
scraps;['scraps'];DES;DESV
scratches;['scratches'];DES;DESV
scrawls;['scrawls'];DES;DESV
screams;['screams'];DES;DESV
screeches;['screeches'];DES;DESV
screens;['screens'];DES;DESV
screws;['screws'];DES;DESV
scribbles;['scribbles'];DES;DESV
scrolls;['scrolls'];DES;DESV
scrounges;['scrounges'];DES;DESV
scrubs;['scrubs'];DES;DESV
scrunches;['scrunches'];DES;DESV
scuds;['scuds'];DES;DESV
scuffles;['scuffles'];DES;DESV
sculpts;['sculpts'];DES;DESV
sculptures;['sculptures'];DES;DESV
scurries;['scurries'];DES;DESV
scuttles;['scuttles'];DES;DESV
seals;['seals'];DES;DESV
searches;['searches'];DES;DESV
seasons;['seasons'];DES;DESV
seats;['seats'];DES;DESV
secedes;['secedes'];DES;DESV
seconds;['seconds'];DES;DESV
secretes;['secretes'];DES;DESV
sections;['sections'];DES;DESV
secures;['secures'];DES;DESV
sedates;['sedates'];DES;DESV
seduces;['seduces'];DES;DESV
seeks;['seeks'];DES;DESV
seems;['seems'];DES;DESV
seeps;['seeps'];DES;DESV
sees;['sees'];DES;DESV
seethes;['seethes'];DES;DESV
segments;['segments'];DES;DESV
segregates;['segregates'];DES;DESV
seizes;['seizes'];DES;DESV
selects;['selects'];DES;DESV
sells;['sells'];DES;DESV
sends;['sends'];DES;DESV
senses;['senses'];DES;DESV
sentences;['sentences'];DES;DESV
separates;['separates'];DES;DESV
sequesters;['sequesters'];DES;DESV
sequestrates;['sequestrates'];DES;DESV
serenades;['serenades'];DES;DESV
serves;['serves'];DES;DESV
services;['services'];DES;DESV
sets;['sets'];DES;DESV
settles;['settles'];DES;DESV
severs;['severs'];DES;DESV
sews;['sews'];DES;DESV
shades;['shades'];DES;DESV
shadows;['shadows'];DES;DESV
shakes;['shakes'];DES;DESV
shalls;['shalls'];DES;DESV
shames;['shames'];DES;DESV
shampooes;['shampooes'];DES;DESV
shams;['shams'];DES;DESV
shapes;['shapes'];DES;DESV
shares;['shares'];DES;DESV
sharpens;['sharpens'];DES;DESV
shatters;['shatters'];DES;DESV
shaves;['shaves'];DES;DESV
shears;['shears'];DES;DESV
sheds;['sheds'];DES;DESV
shells;['shells'];DES;DESV
shelters;['shelters'];DES;DESV
shepherds;['shepherds'];DES;DESV
shifts;['shifts'];DES;DESV
shimmers;['shimmers'];DES;DESV
shines;['shines'];DES;DESV
ships;['ships'];DES;DESV
shirks;['shirks'];DES;DESV
shits;['shits'];DES;DESV
shivers;['shivers'];DES;DESV
shocks;['shocks'];DES;DESV
shoots;['shoots'];DES;DESV
shops;['shops'];DES;DESV
shortens;['shortens'];DES;DESV
shoulders;['shoulders'];DES;DESV
shouts;['shouts'];DES;DESV
shovels;['shovels'];DES;DESV
shoves;['shoves'];DES;DESV
showers;['showers'];DES;DESV
shows;['shows'];DES;DESV
shreds;['shreds'];DES;DESV
shrieks;['shrieks'];DES;DESV
shrives;['shrives'];DES;DESV
shrouds;['shrouds'];DES;DESV
shrugs;['shrugs'];DES;DESV
shuffles;['shuffles'];DES;DESV
shuns;['shuns'];DES;DESV
shunts;['shunts'];DES;DESV
shushes;['shushes'];DES;DESV
shuts;['shuts'];DES;DESV
shuttles;['shuttles'];DES;DESV
sickens;['sickens'];DES;DESV
sieves;['sieves'];DES;DESV
sifts;['sifts'];DES;DESV
sighs;['sighs'];DES;DESV
sights;['sights'];DES;DESV
signals;['signals'];DES;DESV
signifies;['signifies'];DES;DESV
signposts;['signposts'];DES;DESV
signs;['signs'];DES;DESV
silences;['silences'];DES;DESV
silhouettes;['silhouettes'];DES;DESV
simmers;['simmers'];DES;DESV
simpers;['simpers'];DES;DESV
simplifies;['simplifies'];DES;DESV
simulates;['simulates'];DES;DESV
singes;['singes'];DES;DESV
sings;['sings'];DES;DESV
sinks;['sinks'];DES;DESV
sins;['sins'];DES;DESV
sips;['sips'];DES;DESV
sites;['sites'];DES;DESV
sits;['sits'];DES;DESV
situates;['situates'];DES;DESV
sizes;['sizes'];DES;DESV
sizzles;['sizzles'];DES;DESV
skates;['skates'];DES;DESV
sketches;['sketches'];DES;DESV
skids;['skids'];DES;DESV
skimps;['skimps'];DES;DESV
skims;['skims'];DES;DESV
skins;['skins'];DES;DESV
skips;['skips'];DES;DESV
skirts;['skirts'];DES;DESV
